Gesture,Image Path,T0,T1,T2,T3,Thumb,I3,I2,I1,Index,M3,M2,M1,Middle,R3,R2,R1,Ring,L3,L2,L1,Little
courser,./1557.png,"390,266","373,255","361,236","359,218","366,206","368,217","365,195","363,183","363,172","379,218","375,199","371,214","369,227","390,221","385,208","380,224","378,237","402,227","394,218","388,229","386,239"
courser,./1558.png,"378,268","362,259","348,241","344,223","350,209","355,218","351,197","348,184","346,173","367,219","361,202","358,218","356,231","378,223","371,211","366,229","365,241","390,229","381,221","375,234","373,243"
courser,./1559.png,"391,266","375,256","363,238","359,220","366,208","371,215","367,194","365,180","364,169","382,216","377,199","373,215","371,228","394,221","388,209","382,226","379,238","406,228","397,219","391,232","387,242"
courser,./1560.png,"402,274","385,262","375,242","374,223","382,211","384,220","382,198","381,184","382,172","396,223","394,204","388,218","384,232","407,228","404,214","396,230","393,244","419,236","413,226","405,237","401,247"
courser,./1561.png,"420,277","404,264","395,243","396,224","406,212","401,221","401,199","402,185","404,173","414,224","414,205","409,220","405,233","426,230","424,216","417,233","412,246","438,238","432,228","425,240","422,250"
courser,./1562.png,"447,286","432,272","425,250","430,231","440,221","432,230","434,207","438,194","442,182","444,234","449,214","443,230","439,243","456,240","459,225","450,243","445,255","467,248","466,238","458,249","454,259"
courser,./1563.png,"452,288","438,274","431,251","436,232","446,221","439,231","442,208","446,194","450,183","451,235","457,215","451,231","447,243","463,242","467,225","458,242","452,254","474,251","473,239","464,251","459,260"
courser,./1564.png,"428,281","413,266","405,244","408,226","418,215","414,223","415,201","417,187","420,176","426,227","428,209","421,224","417,236","438,233","437,219","428,235","423,247","448,242","445,231","436,242","431,251"
courser,./1565.png,"393,274","377,261","368,241","368,223","375,211","377,219","376,198","375,184","377,172","388,222","386,205","379,219","376,232","399,228","396,215","388,232","384,244","410,236","405,226","397,237","393,247"
courser,./1566.png,"362,269","346,257","333,239","329,222","336,209","343,217","339,194","336,180","335,168","354,218","349,201","342,216","339,229","365,223","358,209","351,226","347,238","375,230","367,221","360,233","356,243"
courser,./1567.png,"367,267","350,254","338,235","336,216","345,204","349,214","346,192","343,179","342,167","360,216","355,197","349,211","347,225","370,221","364,208","357,225","355,238","381,227","372,218","366,230","363,239"
courser,./1568.png,"393,282","378,270","367,249","366,231","374,220","376,226","375,204","375,189","377,177","388,229","387,211","381,223","377,236","400,235","397,222","389,237","384,249","411,243","406,234","398,244","393,254"
courser,./1569.png,"431,313","417,298","409,276","413,258","423,247","418,253","420,230","424,216","429,203","431,257","436,238","430,255","426,269","443,265","445,250","437,269","431,282","454,275","453,264","445,276","439,285"
courser,./1570.png,"438,343","423,328","416,302","423,280","437,269","423,282","426,258","431,244","436,231","437,287","444,266","437,285","432,299","450,295","454,278","444,298","439,310","460,305","461,292","452,306","448,315"
courser,./1571.png,"434,372","420,354","415,329","422,309","435,298","424,307","427,283","432,269","438,257","437,313","444,293","436,311","430,325","450,322","454,306","443,325","436,337","460,333","460,321","451,333","446,342"
courser,./1572.png,"246,393","262,380","274,361","277,345","269,333","259,333","263,310","266,296","268,282","247,336","251,318","259,328","263,337","235,342","243,328","251,344","254,357","223,352","231,340","240,350","243,361"
courser,./1573.png,"248,344","266,332","279,314","285,296","283,280","270,287","274,263","277,249","279,236","259,287","266,265","271,283","271,298","247,290","254,272","261,290","263,305","234,296","242,284","251,295","254,306"
courser,./1574.png,"270,336","286,325","299,309","305,294","301,281","289,285","293,263","296,250","298,239","279,286","286,268","291,282","292,294","268,289","275,274","282,288","283,301","256,294","264,282","272,291","276,301"
courser,./1575.png,"296,328","313,318","326,306","333,293","332,280","317,281","323,263","328,252","331,242","308,281","317,266","321,278","322,290","298,283","307,271","313,283","315,295","288,287","296,277","303,285","307,294"
courser,./1576.png,"338,339","355,333","370,321","378,310","380,297","364,297","374,282","381,274","386,267","356,294","368,284","371,297","370,308","347,294","359,285","363,299","363,310","335,297","347,290","354,299","356,307"
courser,./1577.png,"348,344","365,339","379,330","389,320","391,309","373,309","382,295","392,289","399,285","366,307","378,295","382,307","381,317","358,307","370,297","375,310","374,320","349,308","360,300","367,309","367,318"
courser,./1578.png,"382,340","398,335","412,326","421,316","424,305","404,305","413,290","421,283","427,276","397,303","411,292","415,304","414,315","390,302","404,293","409,307","408,317","380,303","393,296","400,305","401,314"
courser,./1579.png,"381,326","397,321","411,312","419,301","420,289","402,291","410,277","418,268","423,261","396,289","407,277","412,290","412,300","389,289","400,278","406,291","406,302","380,290","390,282","398,290","400,299"
courser,./1580.png,"346,302","364,294","376,281","382,269","379,258","369,268","373,257","379,256","382,259","362,266","368,252","373,260","375,271","354,265","361,252","367,262","369,273","344,265","352,255","359,261","362,270"
courser,./1581.png,"307,283","322,276","336,263","341,248","335,239","330,249","336,235","340,226","343,218","322,247","327,232","331,239","331,248","314,247","319,233","324,242","324,251","304,249","309,238","315,243","317,250"
courser,./1582.png,"265,279","280,271","290,257","294,242","290,232","285,245","288,233","291,231","292,232","277,242","279,227","283,226","284,230","269,243","271,227","276,230","277,239","260,245","263,233","268,236","271,243"
courser,./1583.png,"230,283","244,274","253,258","254,242","249,233","251,246","255,230","256,219","256,210","242,245","244,230","247,233","247,239","233,246","235,232","239,238","240,247","223,248","226,237","230,241","232,249"
courser,./1584.png,"208,283","222,273","230,259","231,243","225,232","228,247","232,232","232,221","232,211","220,246","221,229","223,236","224,243","211,247","212,232","216,240","218,249","201,249","203,239","208,243","211,250"
courser,./1585.png,"206,283","220,272","227,257","227,242","221,231","225,247","228,232","229,221","229,212","216,246","217,230","219,237","220,244","208,247","209,233","212,241","214,249","198,249","199,239","203,243","205,250"
courser,./1586.png,"198,283","211,272","218,257","218,243","214,233","217,246","221,231","222,220","221,212","209,246","210,232","212,238","213,245","201,248","201,235","204,242","206,250","192,251","192,241","196,245","199,251"
courser,./1587.png,"193,284","205,275","212,260","213,244","206,234","212,249","215,232","215,221","214,213","203,248","203,233","204,241","205,248","195,249","194,235","197,244","198,252","186,251","186,243","189,247","191,253"
courser,./1588.png,"186,289","198,280","205,264","204,248","198,237","206,253","208,236","207,225","206,217","196,252","195,237","196,246","197,253","188,253","186,240","188,248","190,255","178,256","178,248","181,253","183,258"
courser,./1589.png,"199,288","212,275","218,260","219,246","214,236","216,250","219,233","220,221","220,212","207,250","207,235","210,238","212,245","199,252","198,238","202,243","204,251","190,256","191,246","194,249","197,255"
courser,./1590.png,"231,276","245,266","254,250","255,233","248,223","250,238","253,222","254,210","254,201","240,237","240,219","244,226","245,235","231,239","231,222","236,230","238,239","222,242","223,230","228,234","231,240"
courser,./1591.png,"253,267","267,259","277,245","279,229","273,218","272,231","276,216","278,205","278,196","264,229","264,213","267,217","269,223","255,230","256,215","261,222","264,232","245,233","248,223","253,227","256,235"
courser,./1592.png,"282,270","295,261","303,247","306,233","305,221","298,233","302,218","305,208","307,200","290,232","294,215","298,224","299,235","281,233","286,218","292,228","293,239","272,236","276,224","283,229","286,237"
courser,./1593.png,"306,269","321,261","332,247","337,232","333,221","329,232","335,218","339,209","341,201","321,231","326,217","329,227","328,237","312,231","318,218","322,229","322,239","301,233","309,222","314,230","315,238"
courser,./1594.png,"318,270","334,264","346,252","351,238","349,226","342,235","348,220","353,211","357,203","334,233","341,221","342,233","340,242","326,234","333,222","335,235","333,245","315,236","323,226","328,234","327,243"
courser,./1595.png,"351,284","367,281","382,271","391,260","392,248","379,252","388,237","395,229","401,221","372,249","382,239","383,251","380,261","363,249","374,240","375,252","373,263","353,250","363,241","367,250","367,259"
courser,./1596.png,"379,287","397,283","412,273","420,261","420,249","407,253","417,239","423,231","429,224","400,250","410,241","411,252","409,262","391,250","401,241","404,253","402,264","380,251","390,243","395,251","396,260"
courser,./1597.png,"393,290","410,286","425,276","433,264","433,252","421,255","431,241","438,234","444,227","413,253","423,243","425,255","423,266","404,253","414,243","417,256","416,267","393,254","403,245","408,254","409,264"
courser,./1598.png,"392,308","410,306","426,298","436,286","437,274","424,277","436,265","445,257","451,250","417,273","428,265","428,277","426,287","408,272","420,264","422,276","419,287","398,272","409,265","413,273","413,282"
courser,./1599.png,"392,318","409,315","425,306","435,295","437,283","421,284","433,270","441,262","448,255","414,281","426,273","427,286","424,296","405,280","417,273","419,287","416,298","395,280","406,275","411,284","410,294"
courser,./1600.png,"391,324","407,318","421,307","429,296","430,283","413,285","423,269","430,261","436,254","406,283","418,274","421,287","421,298","398,283","410,276","414,290","414,301","388,285","400,280","406,288","408,298"
courser,./1601.png,"354,322","371,314","386,302","390,289","383,279","379,283","384,267","389,257","394,250","371,281","377,270","378,282","375,291","362,282","368,272","370,284","369,293","352,285","358,275","363,283","364,292"
courser,./1602.png,"309,322","325,312","338,298","342,284","340,272","331,279","337,263","343,254","347,245","323,278","329,265","332,277","331,288","314,280","320,268","325,280","325,291","304,284","311,273","317,280","319,289"
courser,./1603.png,"266,324","281,315","292,300","295,285","289,275","288,282","293,265","296,255","297,245","278,281","282,268","284,282","284,292","268,283","272,272","276,285","276,295","258,287","262,277","267,285","268,293"
courser,./1604.png,"244,326","258,318","269,303","268,286","261,276","264,286","267,270","268,259","269,249","254,286","257,273","259,286","259,297","245,288","246,277","250,290","252,301","234,293","237,282","242,291","244,299"
courser,./1605.png,"234,330","247,322","257,306","257,291","250,281","253,290","258,273","259,262","260,252","244,290","247,276","249,289","249,299","235,292","236,281","240,294","241,304","225,296","227,286","232,294","234,303"
courser,./1606.png,"207,324","220,312","227,295","223,280","215,270","222,281","222,264","221,253","219,244","212,282","211,269","214,280","216,289","203,286","202,274","207,286","209,295","194,291","194,280","199,288","201,294"
courser,./1607.png,"439,390","450,379","452,367","448,360","442,358","452,357","446,353","443,358","442,362","443,355","437,356","435,362","436,365","434,357","429,357","429,362","430,365","426,360","422,358","421,361","422,363"
courser,./1608.png,"197,318","209,306","214,289","209,274","200,266","210,276","210,259","207,248","204,239","200,278","198,265","201,276","203,284","191,282","188,270","193,281","196,290","182,287","181,277","186,284","189,291"
courser,./1609.png,"187,336","197,324","202,306","195,291","185,284","195,292","192,275","188,265","183,256","185,296","180,285","185,296","189,303","177,302","172,292","179,303","183,310","168,309","166,302","172,308","176,313"
courser,./1610.png,"441,392","451,382","452,368","446,360","440,358","453,358","444,355","440,359","439,363","445,357","435,358","434,364","435,367","437,359","428,359","428,364","429,368","429,363","422,360","420,361","419,362"
courser,./1611.png,"192,343","201,329","205,312","197,297","186,290","198,298","194,281","189,270","184,262","188,302","183,289","189,299","194,307","180,308","174,297","183,307","189,315","171,315","169,306","176,312","182,317"
courser,./1612.png,"225,342","237,329","244,311","240,295","229,287","236,297","235,279","232,268","229,259","226,299","223,285","229,294","232,302","217,304","215,292","223,303","227,313","208,310","207,300","214,307","218,314"
courser,./1613.png,"442,395","452,383","453,370","450,361","444,357","451,355","443,353","439,356","438,358","443,355","434,355","430,359","431,361","435,357","427,356","425,359","425,361","427,362","422,358","420,358","419,358"
courser,./1614.png,"256,336","268,325","277,309","277,294","268,285","268,292","269,273","269,262","268,253","259,293","260,279","265,292","267,303","249,297","250,285","257,297","260,308","240,303","242,292","248,300","252,308"
courser,./1615.png,"281,337","294,328","303,313","306,299","301,288","296,294","299,276","302,265","303,255","287,295","292,281","296,294","298,305","278,297","282,286","288,299","291,309","268,302","273,291","280,299","283,307"
courser,./1616.png,"445,394","453,381","451,367","444,360","435,359","452,355","442,352","439,356","439,359","444,354","433,356","433,361","436,364","437,357","428,358","430,362","433,365","430,361","424,359","425,360","425,361"
courser,./1617.png,"288,341","302,331","313,316","315,302","310,290","305,298","309,281","312,270","313,260","296,298","301,284","305,297","305,309","287,301","292,288","297,302","298,314","277,305","282,294","288,302","291,312"
courser,./1618.png,"303,331","317,322","328,308","330,295","325,283","322,289","326,272","329,261","330,251","312,289","317,276","320,291","321,302","303,292","308,280","312,294","314,306","292,296","298,286","304,294","307,303"
courser,./1619.png,"312,339","325,329","334,313","334,299","327,288","327,296","329,279","330,268","330,259","317,296","320,282","324,295","325,306","308,299","311,287","316,300","319,312","298,304","302,293","309,301","312,311"
courser,./1620.png,"324,344","337,336","348,321","348,306","341,295","341,304","344,286","345,274","346,263","331,304","334,289","337,302","339,314","321,306","325,294","330,308","332,320","310,310","315,300","321,309","324,319"
courser,./1621.png,"326,351","340,342","350,327","352,313","344,302","344,308","347,290","349,278","349,268","335,309","338,295","341,309","343,320","324,312","327,300","333,314","335,325","313,316","317,306","324,315","327,325"
courser,./1622.png,"338,355","352,346","364,332","368,317","362,306","357,312","362,293","366,282","368,272","348,312","355,299","358,313","358,326","339,314","345,302","349,317","350,330","328,319","334,308","341,317","343,327"
courser,./1623.png,"346,363","362,355","375,342","380,329","375,318","367,321","374,303","379,293","384,283","358,320","367,308","369,323","368,335","349,322","356,311","361,326","361,338","338,326","346,316","352,325","354,335"
courser,./1624.png,"359,374","377,368","394,358","401,346","399,334","389,333","400,318","407,309","414,301","379,331","392,325","393,339","391,351","369,331","381,327","384,341","383,352","358,333","370,329","375,339","376,348"
courser,./1625.png,"372,381","390,377","407,369","417,359","415,347","402,341","415,328","424,322","432,316","393,338","408,334","408,350","405,362","384,337","398,337","398,352","396,363","373,339","386,338","389,349","389,358"
courser,./1626.png,"362,372","381,366","397,356","405,344","404,332","393,332","404,317","412,309","419,302","384,330","397,324","397,339","394,351","374,330","386,325","388,340","387,352","363,332","375,327","379,337","379,346"
courser,./1627.png,"342,354","358,346","372,334","378,321","373,309","366,312","374,296","379,287","384,278","357,311","366,301","367,317","365,328","347,312","355,304","358,319","357,330","336,316","345,308","350,318","351,327"
courser,./1628.png,"319,344","334,334","346,320","349,306","344,295","340,303","346,284","349,273","352,263","331,302","336,288","338,302","338,313","321,304","326,292","330,306","331,317","310,307","316,296","322,305","324,314"
courser,./1629.png,"292,338","305,324","312,308","310,293","303,283","306,293","308,276","308,265","307,255","297,294","298,279","301,291","302,302","288,297","288,283","294,296","296,306","278,302","279,290","285,297","289,306"
courser,./1630.png,"268,337","279,325","285,307","280,292","270,284","278,292","277,274","275,263","272,253","268,294","266,281","271,293","274,302","259,299","257,288","264,300","268,309","250,305","250,294","256,302","260,309"
courser,./1631.png,"248,345","258,334","262,314","255,299","244,293","255,300","252,282","249,271","245,262","245,303","242,291","247,303","251,313","236,309","232,298","241,311","245,320","228,316","227,306","234,315","238,321"
courser,./1632.png,"230,353","239,340","242,320","233,307","221,301","235,306","229,290","224,280","219,272","225,310","220,298","226,307","230,313","216,316","210,306","219,318","225,326","208,324","205,315","212,323","217,328"
courser,./1633.png,"226,358","234,346","235,328","227,314","216,307","229,312","224,295","219,285","214,277","220,316","214,306","219,318","224,326","211,322","206,314","213,325","219,333","204,329","200,322","206,329","211,334"
courser,./1634.png,"229,354","239,344","241,324","230,311","219,305","234,308","228,292","222,283","217,275","224,313","218,304","225,317","230,325","216,319","210,312","218,324","223,330","208,325","206,320","212,329","216,333"
courser,./1635.png,"262,335","273,323","280,306","275,292","266,284","273,290","272,273","269,263","267,253","264,292","261,279","266,292","269,302","255,297","252,286","259,299","263,308","246,303","245,294","251,302","255,308"
courser,./1636.png,"281,323","294,314","303,297","304,282","296,271","298,281","300,263","301,252","300,242","289,282","291,267","294,279","296,290","279,285","281,272","286,285","288,295","269,289","272,278","278,286","280,294"
courser,./1637.png,"315,319","330,306","340,292","343,278","338,267","332,277","335,263","338,267","339,271","324,277","328,262","332,273","333,283","315,278","319,264","325,275","327,286","305,282","310,270","317,277","320,285"
courser,./1638.png,"346,316","361,307","373,294","377,280","374,268","366,275","373,259","377,249","381,240","359,275","365,262","368,275","368,286","350,277","356,265","360,278","361,290","339,280","346,269","352,277","355,286"
courser,./1639.png,"368,328","386,321","399,309","404,297","404,284","394,289","402,273","408,264","413,256","385,286","395,277","396,290","394,301","375,286","386,279","388,291","387,303","364,288","374,281","380,289","381,298"
courser,./1640.png,"384,333","401,328","416,319","424,308","423,296","411,297","421,284","428,276","435,270","403,294","414,288","416,300","414,311","394,294","406,289","409,301","407,312","383,295","395,290","400,299","400,308"
courser,./1641.png,"395,340","411,337","427,329","436,318","437,306","423,307","434,294","442,287","449,280","416,304","428,296","429,310","426,321","407,302","420,297","421,311","419,322","397,302","409,297","413,307","413,316"
courser,./1642.png,"390,337","408,333","423,325","432,313","432,301","418,302","430,290","438,283","444,277","411,299","423,293","423,306","421,317","402,298","414,293","416,307","414,318","391,299","403,294","408,304","408,313"
courser,./1643.png,"363,331","381,328","397,318","402,305","403,293","389,296","399,282","407,273","413,267","381,294","392,287","393,299","388,309","372,294","383,287","385,300","382,309","361,295","373,288","377,297","376,306"
courser,./1644.png,"313,328","329,320","342,307","345,293","342,281","339,290","345,275","349,264","352,254","330,289","335,277","336,289","335,299","320,290","325,279","328,292","328,302","309,292","315,282","319,291","321,299"
courser,./1645.png,"288,330","300,321","309,306","310,291","303,281","306,291","310,275","311,264","311,255","297,291","299,276","301,288","301,300","288,293","289,281","293,293","294,304","278,296","280,285","285,293","286,302"
courser,./1646.png,"272,340","284,329","292,313","290,297","281,288","287,296","289,278","289,267","288,257","277,297","277,283","280,296","282,306","268,300","267,289","272,303","275,313","258,305","259,295","265,304","268,311"
courser,./1647.png,"264,342","276,331","283,314","279,299","269,290","277,296","277,278","275,267","273,257","267,298","265,285","268,298","270,308","258,302","256,292","262,306","265,315","249,307","248,298","254,307","258,313"
courser,./1648.png,"272,340","283,329","292,312","288,297","279,286","285,296","286,277","285,266","283,255","275,297","275,282","279,296","281,306","265,300","265,288","271,302","274,312","255,305","257,295","263,303","266,311"
courser,./1649.png,"269,324","281,314","289,298","286,282","278,272","284,280","284,263","284,252","282,242","273,282","273,268","277,282","279,291","264,285","263,274","269,287","272,296","255,291","255,281","261,288","264,295"
courser,./1650.png,"262,315","274,306","281,290","278,274","269,265","277,274","277,257","275,246","274,236","267,275","265,261","268,273","270,284","257,279","257,267","262,279","264,289","248,283","249,273","254,281","257,289"
courser,./1651.png,"300,323","314,309","323,294","323,279","316,269","315,279","319,266","322,272","323,278","307,280","311,265","315,278","315,288","298,282","302,269","307,281","308,292","288,286","292,274","298,281","300,290"
courser,./1652.png,"325,323","340,315","351,301","354,286","350,275","346,283","350,266","354,255","356,246","337,283","341,269","344,282","344,294","327,285","332,273","336,287","337,298","316,289","321,278","327,286","330,295"
courser,./1653.png,"325,327","339,319","350,306","354,292","349,281","343,286","348,269","352,258","355,249","335,286","340,274","344,288","344,299","325,288","331,278","336,291","337,302","315,292","321,283","328,291","331,300"
courser,./1654.png,"317,330","331,321","342,307","346,293","341,282","334,289","339,270","343,260","345,250","326,288","332,276","336,288","337,300","316,290","323,280","328,293","330,304","306,294","313,285","320,293","323,301"
courser,./1655.png,"298,334","311,325","321,310","323,296","317,287","312,292","315,274","318,264","320,254","303,293","308,281","313,293","315,304","294,296","299,285","305,298","308,309","285,302","290,291","297,299","301,307"
courser,./1656.png,"287,344","299,335","308,319","310,303","303,293","300,301","303,282","305,271","306,261","291,301","295,287","300,300","301,312","282,304","286,291","292,305","295,317","272,309","276,298","284,306","288,315"
courser,./1657.png,"304,340","317,330","328,315","330,301","324,290","320,297","324,278","328,267","330,256","311,297","317,284","321,298","321,309","301,299","307,288","312,301","314,313","290,304","296,294","303,301","306,310"
courser,./1658.png,"328,345","342,335","353,321","357,307","352,296","345,302","350,283","354,273","358,263","336,301","343,288","346,303","347,314","326,303","333,293","338,307","340,319","316,307","323,298","330,307","333,315"
courser,./1659.png,"328,344","343,335","354,321","358,307","354,295","346,301","352,283","356,272","360,262","337,300","344,288","347,302","348,314","328,302","335,291","339,306","341,318","317,306","325,297","331,306","334,315"
courser,./1660.png,"340,353","358,345","372,333","377,319","373,307","365,309","372,292","377,283","382,275","355,308","365,298","368,314","366,326","345,309","356,302","359,317","358,329","335,313","345,305","350,316","350,326"
courser,./1661.png,"362,369","382,362","399,354","408,344","409,331","394,329","407,314","416,307","424,301","386,327","400,320","401,335","398,347","377,325","391,322","392,336","390,347","366,326","379,322","384,332","384,341"
courser,./1662.png,"362,361","381,357","397,348","407,336","407,323","392,323","405,309","413,302","420,295","384,320","398,313","398,328","395,340","375,319","389,315","390,330","387,341","364,320","377,316","382,327","382,337"
courser,./1663.png,"360,357","378,352","393,342","402,331","402,319","388,319","400,304","408,296","415,289","380,317","393,309","394,324","391,335","371,316","384,310","386,325","383,336","361,317","373,312","377,322","377,331"
courser,./1664.png,"329,348","347,342","362,330","367,317","362,307","355,307","362,291","367,282","371,274","345,307","354,298","356,313","354,325","336,308","344,300","347,316","346,327","325,312","332,303","338,313","340,322"
courser,./1665.png,"298,347","314,338","325,323","327,309","321,298","321,305","326,287","330,276","332,267","311,304","315,293","317,306","316,318","301,306","305,295","309,309","310,321","290,310","295,300","301,309","303,319"
courser,./1666.png,"258,346","272,336","282,321","280,306","272,296","278,303","281,286","283,275","283,265","268,303","270,291","271,305","271,316","258,305","259,296","263,311","264,320","248,309","250,301","254,310","256,317"
courser,./1667.png,"222,346","236,337","244,321","239,306","230,298","241,302","242,285","240,274","237,265","230,303","228,293","230,306","232,316","220,307","218,298","222,312","224,321","210,312","210,305","214,314","216,320"
courser,./1668.png,"203,357","214,346","219,330","214,315","207,306","217,312","215,293","212,281","209,272","206,314","202,301","204,313","206,324","197,319","194,308","197,320","200,329","189,324","187,316","191,323","194,330"
courser,./1669.png,"193,366","203,354","208,336","200,322","191,314","206,319","202,300","197,289","193,281","196,322","189,312","191,325","195,333","187,326","180,317","185,331","189,338","179,332","174,324","179,333","183,339"
courser,./1670.png,"191,373","201,360","203,342","195,328","185,321","203,325","199,305","193,295","188,286","193,328","185,319","187,331","192,339","183,332","176,324","180,336","185,342","175,338","170,330","174,337","178,343"
courser,./1671.png,"205,369","216,357","222,340","215,326","206,317","218,323","215,303","212,292","208,283","208,326","203,315","205,328","209,336","199,329","194,320","198,333","202,341","190,334","188,328","192,337","196,342"
courser,./1672.png,"228,355","240,344","246,327","242,312","233,303","241,310","241,291","240,279","238,269","231,312","230,300","234,313","236,324","221,316","220,306","226,319","228,330","211,321","212,312","217,320","220,328"
courser,./1673.png,"256,347","268,337","276,320","273,304","263,294","268,301","269,283","268,271","268,261","258,303","259,289","263,302","266,314","248,307","249,296","255,309","258,320","238,313","240,302","246,311","250,319"
courser,./1674.png,"295,344","310,333","320,319","323,306","318,297","312,295","315,278","318,267","319,257","302,296","308,281","311,295","312,307","293,299","298,287","303,300","305,311","282,304","288,293","294,301","297,310"
courser,./1675.png,"330,335","347,326","361,314","366,302","361,290","355,290","361,271","365,261","369,251","345,290","352,276","355,290","355,301","335,293","342,281","347,294","347,306","323,297","331,286","338,294","340,303"
courser,./1676.png,"349,339","367,333","381,322","389,310","387,297","377,297","386,278","392,268","397,259","368,295","377,284","379,298","378,310","358,296","367,286","371,300","371,312","347,299","355,289","361,298","364,307"
courser,./1677.png,"377,336","397,331","414,322","425,311","424,298","410,298","422,281","429,272","436,263","402,294","414,284","415,298","412,309","392,294","404,285","406,300","405,311","380,295","392,288","397,298","398,307"
courser,./1678.png,"402,336","421,332","437,324","448,313","451,300","431,300","443,284","451,275","459,267","425,297","439,287","441,299","439,310","416,295","430,287","433,301","431,312","405,296","418,289","425,297","426,306"
courser,./1679.png,"414,340","432,337","448,329","459,318","461,305","442,306","453,290","462,282","468,274","435,302","449,292","452,305","449,316","427,301","441,293","444,306","442,318","417,301","430,294","436,303","437,312"
courser,./1680.png,"426,349","443,346","460,338","472,329","475,316","453,314","465,299","474,292","481,285","447,311","462,302","466,314","464,325","439,310","454,303","458,316","456,327","429,311","443,303","450,313","450,322"
courser,./1681.png,"431,337","448,335","465,327","477,318","479,305","460,305","473,290","481,282","489,275","453,301","468,292","469,305","467,316","445,299","460,291","462,305","459,317","434,298","448,293","454,302","455,312"
courser,./1682.png,"412,313","431,310","449,302","459,291","459,278","445,279","457,266","465,257","471,249","436,276","447,267","449,279","447,288","427,275","438,265","441,278","440,288","415,275","426,267","432,275","433,284"
courser,./1683.png,"387,284","405,278","420,266","429,254","426,243","417,250","427,235","434,226","440,217","409,247","417,233","421,244","420,253","399,247","408,235","413,245","413,255","388,247","395,236","402,242","404,250"
courser,./1684.png,"353,257","370,250","382,239","388,225","385,214","381,222","389,207","394,197","397,188","373,220","379,205","379,215","378,224","364,220","368,206","371,217","371,227","353,222","358,211","363,217","364,226"
courser,./1685.png,"342,251","357,244","369,232","373,219","370,208","368,217","375,201","380,191","382,181","359,215","364,200","364,209","363,218","350,215","354,202","357,212","357,222","340,217","345,206","349,213","350,221"
courser,./1686.png,"322,250","337,244","347,230","351,216","347,205","346,216","353,200","356,189","357,180","338,214","342,198","343,208","341,218","329,214","332,201","335,212","334,221","318,217","322,207","326,213","327,220"
courser,./1687.png,"296,256","313,245","322,232","324,217","319,206","319,217","324,201","327,190","329,182","310,215","310,195","309,184","308,173","301,216","306,203","309,214","309,223","292,219","296,208","300,215","302,223"
courser,./1688.png,"269,256","282,246","290,229","289,214","281,203","286,213","289,195","289,183","289,172","276,213","278,196","280,209","280,219","267,216","268,203","272,215","273,224","258,220","259,209","264,216","266,224"
courser,./1689.png,"247,250","259,238","266,221","262,206","253,197","262,206","263,189","262,178","261,168","252,207","251,194","254,207","255,215","243,211","241,198","246,211","248,219","234,215","234,206","239,213","241,220"
courser,./1690.png,"229,246","241,235","245,218","240,203","232,194","242,202","241,186","240,175","237,166","232,204","230,188","232,195","233,202","223,208","221,195","226,206","229,215","214,214","213,204","218,210","221,216"
courser,./1691.png,"215,251","227,239","233,221","227,206","217,199","227,207","226,189","224,178","221,169","217,209","213,196","217,207","219,215","208,213","203,201","209,211","212,220","198,219","196,209","201,214","204,221"
courser,./1692.png,"189,268","200,256","205,238","198,223","188,215","198,224","195,204","192,193","188,183","188,226","184,212","188,222","192,230","179,231","174,218","181,227","185,235","170,238","168,228","174,232","178,238"
courser,./1693.png,"183,271","194,258","197,240","192,224","180,216","188,226","186,208","183,196","179,186","179,229","175,214","181,224","185,233","170,234","167,221","175,230","180,239","162,241","160,229","167,234","172,240"
courser,./1694.png,"194,273","205,260","209,242","205,226","195,218","199,228","196,210","192,197","189,187","189,231","185,214","192,223","197,232","181,236","177,222","186,231","192,240","172,243","170,231","177,235","183,241"
courser,./1695.png,"447,393","453,382","453,369","450,360","445,358","452,357","444,353","442,359","444,363","447,358","436,357","436,363","440,366","441,360","432,359","433,364","437,367","435,363","429,361","430,366","433,369"
courser,./1696.png,"193,274","204,261","209,242","206,225","196,215","199,228","198,209","195,196","191,185","190,230","186,212","192,221","197,231","181,234","177,219","187,228","193,238","172,241","170,228","178,232","184,239"
courser,./1697.png,"178,266","191,254","197,233","193,214","183,202","190,216","189,196","187,182","183,170","179,218","176,200","181,211","184,221","169,223","166,206","173,217","177,228","158,229","158,215","165,222","169,230"
courser,./1698.png,"194,280","209,269","218,249","218,229","209,217","213,233","216,212","216,198","215,187","202,233","202,215","207,228","209,239","191,237","191,221","198,233","202,244","179,243","181,230","188,236","192,244"
courser,./1699.png,"213,315","228,303","239,284","241,266","233,254","228,264","231,243","232,229","232,217","217,265","219,245","224,258","227,271","206,269","208,253","217,266","221,278","195,276","198,261","207,268","212,277"
courser,./1700.png,"230,318","245,305","255,287","257,270","249,258","244,267","246,246","247,232","247,219","234,269","235,248","242,260","247,273","224,273","225,255","235,267","240,280","213,279","215,264","224,270","230,280"
courser,./1701.png,"278,324","292,313","301,297","302,282","296,270","292,274","295,253","297,240","297,230","282,275","286,260","291,272","293,284","272,279","275,265","282,277","284,289","262,285","265,273","272,279","276,287"
courser,./1702.png,"307,316","324,308","338,295","345,281","342,269","333,273","340,255","345,245","349,236","324,272","331,258","333,271","332,282","315,273","321,261","325,274","325,285","304,277","310,266","316,273","318,282"
