Gesture,Image Name,T0,T1,T2,T3,Thumb,I3,I2,I1,Index,M3,M2,M1,Middle,R3,R2,R1,Ring,L3,L2,L1,Little
gesture,hand_images\hand_1521.png,"389,245","402,234","411,219","413,206","405,199","396,197","398,180","400,170","401,161","387,199","387,177","391,166","395,157","378,204","387,191","396,202","401,212","371,213","382,204","392,210","396,216"
gesture,hand_images\hand_1522.png,"418,234","430,222","438,206","440,193","433,186","420,185","421,165","422,155","422,145","411,187","413,166","416,153","419,142","403,193","414,180","425,189","431,198","396,201","409,192","420,196","426,202"
gesture,hand_images\hand_1523.png,"454,232","465,218","473,202","474,189","465,183","455,182","455,162","456,152","456,143","445,184","446,161","449,148","453,138","437,191","448,177","460,184","467,192","430,200","443,190","455,193","464,198"
gesture,hand_images\hand_1524.png,"484,239","498,227","509,211","514,198","509,189","491,188","492,168","495,156","496,146","481,190","483,166","489,153","494,143","472,195","485,180","499,188","507,197","465,203","481,195","493,200","500,206"
gesture,hand_images\hand_1525.png,"498,239","511,228","522,212","528,199","522,190","503,187","505,167","507,155","508,146","494,189","495,166","500,153","505,142","485,194","499,179","511,190","517,200","479,202","495,193","507,200","513,207"
gesture,hand_images\hand_1526.png,"508,252","522,239","534,223","540,212","537,204","514,199","516,179","519,167","522,157","505,202","506,177","512,164","518,155","497,207","514,194","526,202","532,212","492,216","510,207","521,213","526,220"
gesture,hand_images\hand_1527.png,"496,273","512,261","525,247","532,236","526,230","507,220","511,200","515,188","518,178","497,222","500,198","508,185","514,176","488,228","507,217","518,227","524,237","483,238","501,231","512,237","517,242"
gesture,hand_images\hand_1528.png,"482,290","497,278","510,263","517,252","513,246","492,236","496,216","500,204","503,194","481,238","485,215","493,202","500,192","472,245","490,233","503,244","509,253","466,254","485,248","497,254","503,260"
gesture,hand_images\hand_1529.png,"459,301","475,293","486,283","493,275","486,270","469,256","473,236","476,224","480,215","458,257","461,235","468,223","476,214","449,264","464,253","475,261","481,268","443,274","460,269","471,275","478,282"
gesture,hand_images\hand_1530.png,"457,313","472,301","485,286","492,274","487,268","467,258","472,238","476,225","480,214","456,260","461,236","469,223","477,214","446,266","464,253","476,264","482,274","440,275","459,269","471,276","477,284"
gesture,hand_images\hand_1531.png,"434,322","450,312","465,297","472,285","466,280","450,267","456,247","460,236","463,226","438,268","443,244","452,231","460,222","427,274","444,262","456,275","462,287","420,283","438,280","451,288","458,295"
gesture,hand_images\hand_1532.png,"424,330","440,320","454,305","461,294","455,288","439,275","444,255","448,242","452,232","427,276","432,251","441,238","449,229","415,281","433,269","444,281","449,292","408,291","428,287","440,295","445,303"
gesture,hand_images\hand_1533.png,"395,346","412,334","425,320","430,308","423,301","411,290","416,270","419,257","423,247","399,290","403,268","410,256","418,247","387,296","402,285","414,296","421,305","379,305","394,303","406,310","413,317"
gesture,hand_images\hand_1534.png,"347,357","364,345","376,330","377,318","368,311","365,300","367,281","369,268","370,258","352,301","355,279","360,266","365,257","341,308","350,298","361,308","368,318","330,318","340,313","351,319","358,326"
gesture,hand_images\hand_1535.png,"288,369","304,358","314,342","312,329","303,322","308,315","311,296","313,284","313,274","297,315","301,295","304,282","307,271","285,320","292,310","300,322","305,332","274,330","281,322","289,329","296,338"
gesture,hand_images\hand_1536.png,"268,370","284,361","295,347","294,335","286,328","291,316","294,298","295,286","296,275","279,317","282,296","285,284","288,273","267,323","272,309","279,319","284,329","256,333","258,323","266,327","273,335"
gesture,hand_images\hand_1537.png,"227,366","244,356","255,343","255,332","250,323","251,313","254,297","256,286","257,276","240,314","244,295","246,283","248,273","228,319","231,306","240,315","247,324","217,329","218,319","226,324","232,331"
gesture,hand_images\hand_1538.png,"200,336","209,328","216,318","214,310","210,305","213,301","214,288","215,279","214,271","204,303","208,289","209,280","209,272","195,309","197,304","202,311","207,316","187,319","187,318","193,323","197,329"
gesture,hand_images\hand_1539.png,"196,360","209,349","217,334","214,322","205,315","213,308","215,292","215,281","214,272","203,309","206,291","208,281","209,272","192,316","195,304","203,314","208,322","182,326","184,318","192,324","198,331"
gesture,hand_images\hand_1540.png,"170,332","179,327","183,317","177,311","168,307","181,299","181,283","180,272","179,263","172,299","173,281","173,270","173,261","163,305","160,295","165,303","170,311","154,313","152,310","158,316","164,321"
gesture,hand_images\hand_1541.png,"169,355","181,343","187,327","182,315","171,308","182,301","182,284","180,272","178,262","171,302","173,281","173,269","173,258","161,309","160,294","168,304","174,313","151,320","151,311","158,317","165,323"
gesture,hand_images\hand_1542.png,"144,365","157,348","161,332","154,317","139,313","152,307","152,288","150,278","146,267","141,308","143,289","142,280","141,267","131,316","128,300","135,313","141,322","124,330","121,318","129,323","135,330"
gesture,hand_images\hand_1543.png,"138,347","151,327","153,312","149,296","136,293","147,292","145,271","144,260","141,249","136,293","135,272","134,260","132,247","127,299","123,282","130,291","137,300","118,310","115,297","122,302","128,308"
gesture,hand_images\hand_1544.png,"136,314","149,306","155,295","151,283","141,278","150,273","151,255","149,244","148,235","140,274","141,255","141,243","141,232","131,280","130,269","135,279","139,287","122,290","122,283","129,288","134,293"
gesture,hand_images\hand_1545.png,"141,333","154,314","158,298","152,283","140,279","151,278","151,258","150,247","148,236","141,279","141,259","140,246","140,234","132,285","129,270","135,278","140,286","122,296","120,284","127,288","134,294"
gesture,hand_images\hand_1546.png,"141,314","157,296","161,282","158,265","145,262","157,262","157,242","157,231","155,219","146,262","147,241","147,229","148,217","136,267","133,249","139,260","146,270","127,277","125,265","132,270","139,275"
gesture,hand_images\hand_1547.png,"142,301","158,287","164,270","162,254","151,248","160,249","162,229","162,218","162,207","150,248","151,229","152,216","153,204","139,254","138,237","144,246","149,255","128,263","129,252","136,256","143,263"
gesture,hand_images\hand_1548.png,"139,289","154,274","161,258","158,240","144,234","158,237","160,216","159,205","157,194","147,236","150,215","150,203","150,190","137,241","136,224","141,236","145,246","127,250","127,237","134,244","139,251"
gesture,hand_images\hand_1549.png,"133,276","150,268","156,254","155,237","145,231","154,234","156,213","157,201","155,190","144,233","146,212","147,200","148,187","134,237","132,220","137,230","141,238","124,245","123,233","130,239","134,245"
gesture,hand_images\hand_1550.png,"136,286","152,270","157,254","154,236","140,231","155,233","157,213","156,201","154,190","144,232","147,213","147,201","147,188","133,237","132,220","138,231","142,241","123,246","124,233","130,239","135,247"
gesture,hand_images\hand_1551.png,"128,282","145,266","150,249","146,233","133,227","147,228","149,207","149,195","147,184","136,227","138,206","138,193","139,179","125,232","123,214","129,226","133,236","114,243","115,230","121,236","127,243"
gesture,hand_images\hand_1552.png,"119,272","134,257","141,239","136,221","123,214","138,219","140,197","139,184","137,171","126,218","129,196","130,182","131,169","114,223","112,205","118,215","123,226","102,232","103,219","110,224","115,231"
gesture,hand_images\hand_1553.png,"107,266","124,246","129,229","125,210","111,202","126,210","128,185","127,172","125,159","114,209","116,185","116,170","117,155","103,213","102,193","107,204","112,214","91,222","91,207","98,211","102,219"
gesture,hand_images\hand_1554.png,"92,270","111,249","117,232","112,211","97,203","113,209","115,184","114,171","112,157","100,208","103,183","102,169","102,153","88,213","84,192","89,201","94,211","76,224","73,208","80,212","86,219"
gesture,hand_images\hand_1555.png,"54,274","72,254","77,229","67,207","50,196","80,202","79,174","77,157","74,142","64,200","66,173","66,157","65,139","48,207","44,184","49,197","51,209","33,219","31,203","37,210","41,218"
gesture,hand_images\hand_1556.png,"37,286","57,264","61,241","53,217","37,203","67,209","67,179","65,162","62,145","49,206","52,175","51,157","49,136","32,213","27,186","30,202","34,215","15,228","11,209","16,216","22,226"
gesture,hand_images\hand_1557.png,"28,267","44,248","47,221","35,197","18,180","56,186","56,154","53,135","49,116","39,183","42,151","39,129","36,108","21,189","14,165","15,184","19,199","4,201","-2,182","2,193","8,206"
gesture,hand_images\hand_1558.png,"51,258","73,231","79,211","73,184","57,167","85,177","89,144","89,124","86,106","67,174","76,139","75,124","76,100","49,178","46,148","46,168","49,181","31,192","25,169","30,180","34,192"
gesture,hand_images\hand_1559.png,"50,256","70,233","75,209","69,184","51,169","84,175","86,144","84,126","81,110","66,172","71,140","71,123","71,102","48,178","43,151","46,169","49,184","29,191","23,172","28,181","33,193"
gesture,hand_images\hand_1560.png,"30,258","50,235","55,209","44,185","25,170","60,174","61,141","59,122","54,104","40,170","45,138","45,118","44,97","21,178","16,150","22,171","28,187","1,192","-2,174","5,183","13,193"
gesture,hand_images\hand_1561.png,"79,271","108,246","117,223","116,193","96,182","113,186","118,153","118,134","116,115","96,184","101,150","102,132","104,108","78,192","77,161","85,179","91,194","62,207","60,184","70,193","79,204"
gesture,hand_images\hand_1562.png,"97,255","125,229","135,205","134,174","113,162","132,171","136,135","136,115","135,96","114,167","119,133","121,112","124,90","96,174","94,143","102,159","110,175","78,188","78,166","89,174","97,184"
gesture,hand_images\hand_1563.png,"95,253","122,228","134,202","131,172","109,161","128,166","133,129","133,110","131,90","110,162","114,127","115,105","116,81","92,169","88,139","97,156","105,172","75,183","74,161","84,170","93,182"
gesture,hand_images\hand_1564.png,"89,265","120,237","131,212","130,178","108,166","127,168","131,131","131,110","128,91","106,165","112,128","112,107","114,81","87,174","84,139","93,161","100,179","68,193","68,171","79,181","89,192"
gesture,hand_images\hand_1565.png,"106,271","137,245","153,216","148,187","129,172","137,168","142,131","142,110","142,89","117,168","120,128","124,104","127,82","98,180","97,145","113,164","125,182","78,200","82,176","99,184","114,195"
gesture,hand_images\hand_1566.png,"160,271","187,245","203,218","201,190","181,178","180,178","183,141","183,121","183,101","163,179","163,139","168,115","172,94","146,189","147,157","164,173","177,191","131,206","135,186","153,190","168,199"
gesture,hand_images\hand_1567.png,"195,276","220,250","232,220","230,192","212,181","212,181","213,145","212,124","210,104","195,183","194,144","196,119","198,98","179,194","178,164","196,178","210,193","165,212","167,191","184,194","199,201"
gesture,hand_images\hand_1568.png,"258,287","279,261","289,233","287,208","270,197","267,197","266,163","264,144","262,125","251,200","249,162","252,140","254,120","236,211","237,180","254,196","267,213","222,229","228,209","246,212","260,219"
gesture,hand_images\hand_1569.png,"300,290","319,265","331,237","332,212","315,201","308,205","308,173","308,154","308,136","294,207","296,171","300,149","303,130","281,216","287,190","305,203","318,217","269,231","277,214","294,217","308,223"
gesture,hand_images\hand_1570.png,"350,283","366,265","376,241","378,224","371,212","350,213","348,184","347,165","348,148","335,217","329,181","332,159","336,141","323,226","329,200","350,207","364,218","313,241","325,222","342,226","354,233"
gesture,hand_images\hand_1571.png,"352,294","367,268","376,241","374,218","359,208","349,212","351,182","351,164","352,147","335,214","334,177","337,156","340,138","322,224","331,197","350,209","363,221","312,239","323,223","340,226","353,231"
gesture,hand_images\hand_1572.png,"421,281","444,259","459,235","467,213","458,197","435,199","441,169","445,150","449,134","420,201","427,166","437,145","446,129","405,209","424,182","443,198","455,214","393,221","416,205","436,212","450,221"
gesture,hand_images\hand_1573.png,"441,268","460,258","477,240","488,225","486,211","450,211","449,191","456,180","461,174","438,212","447,190","463,195","473,205","427,216","447,206","466,216","476,227","417,225","437,217","452,220","461,224"
gesture,hand_images\hand_1574.png,"440,292","464,271","481,248","492,228","488,209","455,211","467,181","475,163","482,148","440,211","451,174","463,157","472,142","426,216","450,191","471,206","482,223","416,227","444,216","463,225","475,236"
gesture,hand_images\hand_1575.png,"471,276","491,271","509,261","523,253","532,245","497,221","512,195","525,181","534,170","480,222","502,213","518,229","526,243","468,230","498,233","516,249","525,260","460,242","485,246","501,255","510,261"
gesture,hand_images\hand_1576.png,"471,318","497,300","518,276","533,258","538,241","496,235","512,208","525,191","537,178","482,234","497,197","516,181","531,171","468,238","499,215","518,234","525,251","460,248","493,241","509,254","514,267"
gesture,hand_images\hand_1577.png,"479,304","498,300","518,291","533,285","542,277","505,253","526,232","543,220","555,211","492,251","514,239","527,258","532,274","481,254","511,252","526,273","532,288","473,263","501,268","517,280","525,289"
gesture,hand_images\hand_1578.png,"463,339","495,324","519,306","537,290","544,272","504,264","523,238","541,224","555,214","491,260","511,227","531,221","546,219","479,260","512,245","527,266","532,286","469,267","500,265","515,279","521,292"
gesture,hand_images\hand_1579.png,"461,330","481,328","502,314","518,305","526,293","490,275","512,257","530,245","545,236","476,270","501,242","523,232","541,226","464,271","498,259","511,279","514,297","456,279","489,280","505,295","511,308"
gesture,hand_images\hand_1580.png,"439,350","471,339","498,321","517,307","525,290","488,275","511,256","528,244","543,235","474,269","501,242","525,233","543,228","459,270","497,261","511,285","514,305","449,279","484,282","498,299","503,314"
gesture,hand_images\hand_1581.png,"415,348","447,333","470,316","487,303","494,286","456,271","478,253","495,240","509,231","444,267","470,241","492,233","510,228","432,269","468,259","478,281","480,301","422,277","455,279","469,294","475,308"
gesture,hand_images\hand_1582.png,"379,333","409,316","429,298","442,283","443,268","416,261","431,239","446,227","458,218","403,258","423,229","442,220","457,215","390,261","416,245","430,263","436,280","378,269","404,264","420,275","429,287"
gesture,hand_images\hand_1583.png,"363,303","378,299","395,284","405,272","406,261","385,252","400,236","411,225","420,217","373,248","388,224","405,214","419,208","361,250","384,236","396,254","400,269","350,256","372,252","387,263","395,274"
gesture,hand_images\hand_1584.png,"348,316","373,304","392,286","404,272","409,259","382,255","398,237","410,226","421,217","370,250","387,225","404,215","418,209","358,250","382,237","395,252","402,267","346,255","371,252","384,263","393,274"
gesture,hand_images\hand_1585.png,"258,294","282,281","300,265","311,249","311,235","292,239","306,221","317,212","326,204","283,235","296,212","310,203","321,197","271,236","287,217","299,230","304,244","259,240","275,229","287,237","294,247"
gesture,hand_images\hand_1586.png,"195,298","217,288","235,274","244,258","238,247","233,248","246,232","253,222","260,213","222,245","236,223","246,213","255,205","210,245","223,230","231,242","234,255","197,249","208,239","217,245","223,254"
gesture,hand_images\hand_1587.png,"153,312","174,304","190,288","192,270","184,259","192,258","201,239","206,227","210,216","179,255","191,234","198,222","205,211","165,258","171,242","178,253","184,265","149,265","154,254","163,260","170,267"
gesture,hand_images\hand_1588.png,"120,310","141,296","155,277","152,257","140,246","158,252","165,233","168,220","170,208","146,250","156,230","162,218","166,206","133,253","137,237","140,249","140,260","117,260","121,248","127,255","131,264"
gesture,hand_images\hand_1589.png,"109,301","129,283","140,266","137,246","122,235","142,245","148,224","151,212","152,199","129,242","136,221","140,209","144,195","116,245","119,227","121,240","122,251","101,252","101,238","107,245","112,255"
gesture,hand_images\hand_1590.png,"81,294","98,275","105,259","100,240","89,226","109,237","113,213","113,199","111,185","96,235","101,212","102,198","104,183","83,240","82,221","85,230","87,240","69,248","68,233","73,238","78,246"
gesture,hand_images\hand_1591.png,"69,288","84,269","89,250","80,232","67,222","94,232","96,208","95,195","93,183","81,231","84,209","84,196","83,182","69,235","66,218","69,228","71,236","56,243","53,228","58,233","61,241"
gesture,hand_images\hand_1592.png,"68,288","83,269","88,249","80,232","67,220","93,232","95,209","94,195","92,183","80,232","83,208","83,196","83,183","68,236","65,219","69,229","70,237","55,243","53,227","57,233","60,241"
gesture,hand_images\hand_1593.png,"58,285","71,267","74,248","65,231","54,218","80,230","81,208","79,194","76,183","68,230","70,207","70,195","69,183","56,236","52,219","52,227","53,234","45,243","42,229","44,233","46,239"
gesture,hand_images\hand_1594.png,"71,289","88,269","92,247","82,230","68,223","88,233","89,210","87,197","86,184","76,233","77,209","79,195","80,182","63,237","58,218","65,224","71,234","51,245","49,231","56,233","64,238"
gesture,hand_images\hand_1595.png,"92,296","110,282","120,261","117,240","103,230","115,242","119,217","120,203","119,190","103,240","106,215","109,200","112,187","90,245","89,224","98,230","106,240","76,252","76,237","84,239","92,246"
gesture,hand_images\hand_1596.png,"99,300","119,285","129,265","127,243","114,234","125,242","130,220","131,206","132,194","113,241","118,218","122,203","125,190","100,246","100,225","110,234","116,245","86,254","89,239","98,243","105,251"
gesture,hand_images\hand_1597.png,"124,310","145,298","158,278","158,259","147,250","155,252","161,233","164,220","166,209","143,250","151,228","158,216","164,205","130,255","135,235","143,245","149,256","115,263","121,251","130,256","137,264"
gesture,hand_images\hand_1598.png,"149,323","169,314","186,298","190,280","183,268","184,271","194,251","200,238","204,228","173,268","185,245","193,233","201,224","159,269","169,253","179,263","185,275","144,274","153,264","163,271","170,279"
gesture,hand_images\hand_1599.png,"160,327","180,319","196,304","203,288","198,275","195,278","207,259","215,248","222,237","184,274","198,253","208,241","217,232","171,275","183,261","190,274","195,286","157,279","168,272","178,278","185,286"
gesture,hand_images\hand_1600.png,"184,342","203,337","221,324","232,311","229,298","221,296","237,280","246,270","254,261","211,291","227,272","238,263","248,255","198,290","214,279","221,295","224,309","184,293","199,290","209,300","216,309"
gesture,hand_images\hand_1601.png,"196,352","215,347","234,336","244,324","243,312","234,306","249,291","259,283","267,275","224,301","242,282","255,275","266,270","212,299","231,291","235,308","235,323","198,302","216,301","223,314","226,326"
gesture,hand_images\hand_1602.png,"205,361","225,357","244,348","256,338","257,325","245,318","261,305","272,297","282,291","236,312","255,295","270,289","281,286","224,310","244,304","246,320","245,334","211,312","229,314","237,325","240,335"
gesture,hand_images\hand_1603.png,"220,348","235,352","250,348","258,341","260,332","254,319","270,308","281,302","289,296","244,313","262,299","276,294","286,292","232,312","249,309","253,325","253,338","219,316","235,317","242,330","245,341"
gesture,hand_images\hand_1604.png,"208,367","228,364","247,355","259,345","261,333","248,325","265,312","277,304","286,298","240,320","260,303","275,297","286,293","229,317","250,309","253,326","251,340","217,319","236,319","242,332","243,343"
gesture,hand_images\hand_1605.png,"202,360","224,354","242,344","253,334","253,323","243,316","259,303","270,295","279,288","233,311","253,294","268,288","279,284","221,308","241,303","246,318","248,331","209,310","226,312","234,323","239,333"
gesture,hand_images\hand_1606.png,"169,331","191,323","207,308","212,293","208,280","209,283","222,267","230,257","237,248","198,279","213,260","224,250","233,243","185,279","197,268","205,282","209,295","170,284","182,278","192,286","199,295"
gesture,hand_images\hand_1607.png,"141,315","163,307","178,290","181,271","173,260","179,267","191,249","198,236","202,225","168,263","181,243","190,231","198,220","155,265","163,248","170,258","175,271","139,269","146,258","155,263","162,271"
gesture,hand_images\hand_1608.png,"126,310","147,300","161,282","165,262","156,249","164,261","175,241","180,228","183,217","153,257","165,236","174,223","182,213","140,258","148,239","154,248","158,259","124,262","130,250","137,255","143,263"
gesture,hand_images\hand_1609.png,"107,300","127,286","138,269","140,248","130,236","142,250","151,229","155,216","158,203","131,246","141,224","146,211","152,197","118,247","122,227","125,237","127,249","102,253","104,239","110,244","115,251"
gesture,hand_images\hand_1610.png,"96,295","116,280","126,262","124,241","112,230","131,241","138,220","140,207","141,194","119,239","126,217","129,205","132,191","105,241","108,223","111,234","112,245","91,247","93,232","98,239","101,248"
gesture,hand_images\hand_1611.png,"92,293","111,276","119,260","118,239","106,226","125,241","132,218","133,205","134,193","112,238","120,216","122,204","126,189","99,240","101,220","104,232","104,243","84,246","87,232","91,238","94,247"
gesture,hand_images\hand_1612.png,"82,289","100,273","108,255","104,236","96,221","113,238","120,216","121,202","121,189","101,236","108,213","110,199","112,186","88,239","88,220","91,229","92,237","73,244","74,232","77,236","81,242"
gesture,hand_images\hand_1613.png,"69,286","86,269","94,250","89,232","80,218","100,234","104,212","105,198","105,186","88,233","93,210","93,197","94,185","76,236","76,218","78,227","78,234","63,242","63,229","66,235","67,241"
gesture,hand_images\hand_1614.png,"66,283","81,267","88,247","82,230","71,218","94,234","98,212","98,199","97,188","82,233","86,209","86,197","86,186","70,236","69,220","71,226","71,232","57,241","56,229","58,232","60,236"
gesture,hand_images\hand_1615.png,"68,283","84,268","91,247","85,230","74,219","97,234","101,213","101,199","100,188","85,233","89,210","90,197","89,186","73,236","72,220","75,228","76,234","61,241","60,229","62,232","64,236"
gesture,hand_images\hand_1616.png,"71,284","88,269","96,248","91,230","80,218","101,235","106,212","107,198","106,187","89,233","93,209","94,196","94,185","77,236","77,219","80,227","82,234","64,241","65,228","69,233","72,238"
gesture,hand_images\hand_1617.png,"86,288","105,274","113,253","109,233","97,222","116,238","122,218","124,204","124,194","104,237","110,213","112,199","114,187","91,240","91,222","95,227","97,234","77,244","75,233","78,237","80,242"
gesture,hand_images\hand_1618.png,"124,304","144,294","158,275","161,255","153,243","156,256","166,235","171,222","176,211","145,253","153,230","162,215","169,205","132,254","139,235","149,241","156,251","117,259","125,247","133,251","140,259"
gesture,hand_images\hand_1619.png,"141,313","162,305","177,288","182,269","175,255","175,266","188,246","195,234","200,223","165,262","177,240","186,228","194,217","152,263","162,243","167,256","169,269","138,267","147,255","156,260","163,267"
gesture,hand_images\hand_1620.png,"139,311","160,303","175,286","181,267","174,254","175,263","187,244","194,232","199,221","165,259","176,238","185,226","194,216","152,260","161,241","166,253","167,266","137,265","146,254","154,259","160,267"
gesture,hand_images\hand_1621.png,"121,301","141,292","156,275","159,255","150,243","155,254","166,234","171,222","175,211","144,251","152,228","160,215","167,204","132,252","138,232","145,240","149,251","118,256","124,244","131,248","136,256"
gesture,hand_images\hand_1622.png,"103,296","123,284","135,267","137,245","126,233","136,249","146,225","150,211","152,199","125,244","133,221","138,207","144,193","112,245","117,224","121,233","123,244","98,250","102,237","108,241","113,249"
gesture,hand_images\hand_1623.png,"96,292","115,281","127,262","129,242","118,229","127,243","136,222","138,208","140,195","116,240","123,217","128,203","132,191","104,242","107,222","113,229","115,239","90,247","93,233","100,237","104,245"
gesture,hand_images\hand_1624.png,"88,289","106,274","115,256","114,236","102,224","118,238","125,216","127,202","129,190","106,235","111,213","114,200","117,186","93,239","94,220","99,228","102,237","80,244","81,231","86,235","90,242"
gesture,hand_images\hand_1625.png,"81,287","99,272","108,254","106,233","94,221","111,237","117,214","118,200","118,188","98,235","103,212","106,198","108,186","86,238","86,219","91,225","93,232","71,243","72,232","77,234","82,239"
gesture,hand_images\hand_1626.png,"76,285","92,271","100,252","98,232","87,220","105,235","110,214","110,199","109,187","93,234","98,211","99,197","99,184","80,237","79,218","83,222","85,229","67,242","68,230","71,232","75,237"
gesture,hand_images\hand_1627.png,"81,287","98,272","108,253","105,233","94,221","110,236","115,214","116,200","117,189","98,235","102,212","105,198","107,186","86,238","85,218","89,223","91,231","72,243","71,231","76,233","81,239"
gesture,hand_images\hand_1628.png,"118,296","138,287","152,269","153,251","145,240","149,247","159,228","163,216","167,205","138,244","146,223","152,210","158,200","125,247","131,231","141,238","149,248","111,253","116,242","125,245","133,251"
gesture,hand_images\hand_1629.png,"153,317","174,308","190,293","197,276","191,263","187,271","199,253","207,241","213,231","176,267","188,244","199,234","209,226","164,267","176,250","183,262","186,276","150,271","160,261","171,267","178,274"
gesture,hand_images\hand_1630.png,"165,324","185,317","201,302","210,287","206,276","200,277","214,261","222,252","230,244","191,273","205,253","216,245","226,238","179,273","193,259","198,272","200,284","165,277","178,271","188,279","194,287"
gesture,hand_images\hand_1631.png,"191,345","212,340","231,329","242,317","242,304","231,302","247,289","257,280","266,273","222,297","240,278","252,272","263,268","210,295","229,285","233,302","233,315","197,297","214,294","222,305","226,315"
gesture,hand_images\hand_1632.png,"195,349","217,345","236,334","247,322","247,309","236,307","252,293","263,287","273,281","228,301","245,282","259,277","270,275","216,299","236,290","238,307","236,321","204,301","220,299","228,310","230,320"
gesture,hand_images\hand_1633.png,"203,359","225,356","245,347","257,337","260,324","247,319","262,307","273,301","283,296","239,314","258,299","271,295","283,293","229,311","248,304","252,318","251,331","217,312","233,312","239,323","241,333"
gesture,hand_images\hand_1634.png,"214,372","236,370","255,361","268,352","271,338","255,335","272,325","284,320","294,315","249,329","268,315","283,312","294,311","239,325","261,318","263,334","261,348","228,325","248,326","254,337","255,348"
gesture,hand_images\hand_1635.png,"211,369","233,366","252,357","265,347","268,334","252,332","268,321","280,316","291,311","246,326","265,312","279,308","290,307","237,322","257,315","260,330","257,343","226,322","244,321","250,332","251,343"
gesture,hand_images\hand_1636.png,"181,341","203,337","223,325","235,312","238,298","224,302","241,289","251,281","260,273","217,296","235,279","249,274","259,270","206,293","223,278","228,291","227,304","192,294","208,288","217,296","222,306"
gesture,hand_images\hand_1637.png,"158,323","182,319","198,304","207,288","206,275","200,284","216,268","225,258","233,250","192,278","208,259","220,249","231,242","181,276","194,259","198,270","198,283","168,276","178,268","185,274","190,282"
gesture,hand_images\hand_1638.png,"139,310","162,304","179,290","185,271","180,257","180,272","196,253","203,242","210,232","171,265","185,245","196,234","205,225","159,264","170,245","177,254","180,265","145,265","154,254","162,259","167,266"
gesture,hand_images\hand_1639.png,"130,306","152,299","168,283","174,264","167,250","172,264","185,246","192,235","197,224","162,259","175,240","184,229","192,219","150,258","159,239","165,247","167,257","135,260","143,248","150,253","155,260"
gesture,hand_images\hand_1640.png,"114,297","135,286","149,271","154,251","145,238","154,252","165,234","170,223","174,212","144,247","156,229","163,218","170,207","131,247","138,230","142,237","143,246","116,250","122,240","128,244","132,251"
gesture,hand_images\hand_1641.png,"97,291","117,278","131,260","132,240","122,227","134,243","143,224","146,212","149,200","123,240","132,221","137,208","143,197","110,241","114,224","120,226","124,232","95,245","99,234","105,236","110,241"
gesture,hand_images\hand_1642.png,"90,288","109,275","120,256","120,235","109,224","124,238","130,220","132,207","133,196","112,236","119,217","123,204","127,192","99,238","102,220","107,223","110,230","85,242","88,231","94,234","100,240"
gesture,hand_images\hand_1643.png,"85,287","104,273","114,253","112,233","102,221","115,238","122,218","124,205","126,194","104,235","111,214","114,202","117,189","91,237","94,219","99,222","103,228","76,241","79,230","86,232","92,236"
gesture,hand_images\hand_1644.png,"94,289","114,275","124,256","124,235","113,224","126,238","133,220","135,208","137,197","115,236","122,216","127,205","131,193","102,238","104,219","110,225","113,234","87,243","92,231","99,235","105,241"
gesture,hand_images\hand_1645.png,"117,296","137,283","150,263","151,244","142,233","145,247","154,228","158,216","160,206","135,244","143,224","150,211","155,201","123,246","128,228","137,233","144,242","108,251","114,239","123,241","131,246"
gesture,hand_images\hand_1646.png,"129,302","149,291","162,273","166,255","161,242","160,254","170,235","175,223","179,213","150,251","160,229","168,217","175,208","137,253","144,233","153,238","160,248","123,257","131,245","140,248","147,254"
gesture,hand_images\hand_1647.png,"134,305","155,296","168,280","173,261","167,247","167,260","178,240","184,228","188,217","157,256","167,233","176,222","184,214","144,256","153,236","160,244","164,256","130,260","138,248","146,252","152,259"
gesture,hand_images\hand_1648.png,"128,304","149,295","162,277","166,257","159,244","163,256","173,237","178,225","182,215","152,252","162,231","170,220","177,211","139,253","146,233","152,240","155,251","124,257","132,245","139,250","144,258"
gesture,hand_images\hand_1649.png,"126,303","147,293","159,276","163,256","156,242","160,255","170,236","174,224","178,214","149,252","159,230","167,219","173,209","136,253","142,231","147,239","150,250","122,257","127,245","135,249","140,257"
gesture,hand_images\hand_1650.png,"125,305","147,294","160,277","164,257","157,243","161,256","171,236","175,224","179,213","150,251","160,230","168,219","175,207","137,253","144,232","149,241","152,253","122,257","129,244","137,249","143,256"
gesture,hand_images\hand_1651.png,"126,304","147,294","160,277","164,257","157,243","161,257","171,237","176,225","180,214","150,252","160,231","168,219","175,209","137,253","143,232","148,240","151,251","122,257","129,245","136,250","142,257"
gesture,hand_images\hand_1652.png,"123,303","144,293","157,275","161,255","152,241","159,253","168,235","173,223","176,212","148,249","157,228","165,217","172,206","135,251","141,230","146,239","148,250","120,255","126,243","134,248","139,256"
gesture,hand_images\hand_1653.png,"121,302","143,291","156,274","159,254","150,240","159,250","168,232","172,221","176,211","148,246","157,226","164,216","170,205","135,248","140,229","144,237","146,247","120,254","126,241","132,247","137,255"
gesture,hand_images\hand_1654.png,"132,305","154,294","168,277","170,258","164,245","166,256","176,238","181,227","185,217","156,252","166,232","174,222","182,213","143,254","150,234","157,242","162,253","127,258","135,247","144,250","151,257"
gesture,hand_images\hand_1655.png,"147,312","169,304","185,289","190,271","185,257","184,267","195,249","201,239","207,229","174,262","186,243","195,233","204,225","162,262","170,243","177,252","181,263","147,265","156,255","164,259","171,267"
